Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
930000,1.3095152,2.1451476,40.662018,4999.0,213.00000694126356,106.50000347063178,2316.0971784591675,1.0
940000,1.3001595,2.1534622,41.284832,4999.0,213.49999868869781,106.74999934434891,2250.7674674987793,1.0
950000,1.2869183,2.1301863,41.404778,4999.0,211.0000033378601,105.50000166893005,2445.4694459438324,1.0
960000,1.3115653,2.171381,41.661057,4999.0,209.49999683961505,104.74999841980753,2239.049231171608,1.0
970000,1.2736639,2.1781182,41.84154,4999.0,216.33333123634415,108.16666561817208,2315.537376244863,1.0
980000,1.3024521,2.2029438,41.83132,4999.0,216.24999696016312,108.12499848008156,2406.248647212982,1.0
990000,1.2860506,2.1877756,42.22545,4999.0,213.9999966621399,106.99999833106995,2233.021487236023,1.0
1000000,1.2512503,2.170864,42.114014,4999.0,215.24999784611282,107.62499892305641,2279.4646447896957,1.0
1010000,1.3136054,2.1876788,42.74355,4999.0,202.49999392032623,101.24999696016312,2310.2611181735992,1.0
1020000,1.313011,2.1580124,43.155323,4999.0,219.74999678134918,109.87499839067459,2274.889803647995,1.0
1030000,1.3332427,2.1565356,43.243046,4999.0,213.49999543756712,106.74999771878356,2314.325942993164,1.0
1040000,1.3267063,2.12841,43.53321,4999.0,211.99999856948853,105.99999928474426,2333.1720113754272,1.0
1050000,1.2986294,2.118827,43.385536,4999.0,206.9999995827675,103.49999979138374,2351.3028519153595,1.0
1060000,1.3108125,2.1350958,43.574135,4999.0,215.87499596722773,107.93749798361387,2312.0431322455406,1.0
1070000,1.2604346,2.1502512,43.33198,4999.0,215.3333290309723,107.66666451548615,2380.795921643575,1.0
1080000,1.276652,2.215973,43.612877,4999.0,214.24999716610182,107.12499858305091,2439.588670015335,1.0
1090000,1.2793567,2.1990504,43.774796,4999.0,214.4999955567764,107.2499977783882,2302.7655124664307,1.0
1100000,1.3100947,2.1347444,43.944695,4999.0,210.74999467216549,105.37499733608274,2391.7826595306396,1.0
1110000,1.3126323,2.1405094,44.297096,4999.0,215.50000059604645,107.75000029802322,2357.183599472046,1.0
1120000,1.2442861,2.1389618,44.18903,4999.0,216.49999660253525,108.24999830126762,2311.881371974945,1.0
1130000,1.2651151,2.1754258,44.10667,4999.0,215.99999716610182,107.99999858305091,2511.058201313019,1.0
1140000,1.2813274,2.1943316,44.90533,4999.0,200.49999823898543,100.24999911949271,2384.9014372825623,1.0
1150000,1.2722194,2.170844,45.354206,4999.0,211.99999636411667,105.99999818205833,2401.0372014045715,1.0
1160000,1.3084296,2.199311,45.32603,4999.0,219.12499568544445,109.56249784272222,2368.1365481615067,1.0
